V1 shortname gene ID
AAK1,chr2,-,69757139,69766553,69757139,69759294,69769654,69769797 AAK1 A3SS 6 AAK1 rMATS_1
CCNC,chr6,-,99998093,99998185,99994270,99997451,99998868,99998904 CCNC SE 8b CCNC rMATS_2204
CCNC,chr6,-,99998093,99998468,99997383,99997451,99998868,99998904 CCNC SE 8 CCNC rMATS_2205
CCNC,chr6,-,99998093,99998904,99998093,99998140,99998868,99998904 CCNC RI 8-7 CCNC rMATS_2206
CCND3,chr6,-,41904296,41904433,41902670,41903845,41904972,41905132 CCND3 SE 6 CCND3 rMATS_2207
CCND3,chr6,-,41908107,41908392,41902670,41905132,42016238,42016367 CCND3 SE 4 CCND3 rMATS_2208
CCNDBP1,chr15,+,43478017,43478077,43476457,43477805,43481396,43481478 CCNDBP1 SE 2 CCNDBP1 rMATS_2209
CCNDBP1,chr15,+,43478017,43478431,43477465,43477805,43481396,43481478 CCNDBP1 SE 2,3 CCNDBP1 rMATS_2210
CCNDBP1,chr15,+,43478351,43478431,43476457,43477805,43481396,43481478 CCNDBP1 SE 3 CCNDBP1 rMATS_2211
CCNDBP1,chr15,+,43482252,43482349,43481396,43481478,43482522,43482596 CCNDBP1 SE 5 CCNDBP1 rMATS_2212
CCNE2,chr8,-,95894359,95894517,95885722,95893973,95895008,95895120 CCNE2 SE 11 CCNE2 rMATS_2213
CCNG1,chr5,+,162870679,162871487,162870679,162870931,162871342,162871487 CCNG1 RI 7-7 CCNG1 rMATS_2214
CCNG1,chr5,+,162871342,162872987,162871342,162871487,162872909,162872987 CCNG1 RI 7-U CCNG1 rMATS_2215
CCNG2,chr4,+,78085426,78088308,78085426,78085632,78087960,78088308 CCNG2 RI 7-8 CCNG2 rMATS_2216
CCNH,chr5,-,86689299,86690301,86690277,86690301,86687549,86688721 CCNH A5SS 9 CCNH rMATS_2217
CCNH,chr5,-,86690184,86690301,86690277,86690301,86687548,86688721 CCNH A5SS 9a CCNH rMATS_2218
CCNH,chr5,-,86690221,86690301,86659866,86688721,86690860,86690921 CCNH SE 9 CCNH rMATS_2219
CCNH,chr5,-,86697518,86700824,86697518,86697589,86700660,86700824 CCNH RI 6-5 CCNH rMATS_2220
CCNK,chr14,+,99956495,99958657,99947738,99947816,99958962,99959932 CCNK SE U1 CCNK rMATS_2221
CCNK,chr14,+,99958282,99958657,99947738,99947816,99958962,99959211 CCNK SE U2 CCNK rMATS_2222
CCNK,chr14,+,99968543,99969321,99968543,99968815,99969055,99969321 CCNK RI 7-8 CCNK rMATS_2223
CCNL1,chr3,-,156865344,156870030,156865344,156869719,156869965,156870030 CCNL1 RI 14-6 CCNL1 rMATS_2224
CCNL1,chr3,-,156865344,156870945,156865344,156870030,156870824,156870945 CCNL1 RI 14-5 CCNL1 rMATS_2225
CCNL1,chr3,-,156867624,156870030,156867624,156868170,156869965,156870030 CCNL1 RI 11-6 CCNL1 rMATS_2226
CCNL1,chr3,-,156867624,156874872,156867624,156870945,156874799,156874872 CCNL1 RI 11-4 CCNL1 rMATS_2227
CCNL1,chr3,-,156868070,156869719,156868070,156868170,156869517,156869719 CCNL1 RI 9-7 CCNL1 rMATS_2228
CCNL1,chr3,-,156868070,156874872,156868070,156870945,156874724,156874872 CCNL1 RI 9-4 CCNL1 rMATS_2229
CCNL1,chr3,-,156868070,156876764,156868070,156870945,156876654,156876764 CCNL1 RI 9-3a CCNL1 rMATS_2230
CCNL1,chr3,-,156868070,156876764,156868070,156874872,156876654,156876764 CCNL1 RI 9-3 CCNL1 rMATS_2231
CCNL1,chr3,-,156869517,156869719,156868070,156868170,156869965,156870030 CCNL1 SE 7a CCNL1 rMATS_2232
CCNL1,chr3,-,156869550,156869719,156868070,156868170,156869965,156870030 CCNL1 SE 7 CCNL1 rMATS_2233
CCNL1,chr3,-,156869965,156870701,156869965,156870030,156870824,156874872 CCNL1 A3SS 6 CCNL1 rMATS_2234
CCNL1,chr3,-,156869965,156876764,156869965,156876186,156876654,156876764 CCNL1 RI 6-3 CCNL1 rMATS_2235
CCNL1,chr3,-,156874724,156874872,156874799,156874872,156868070,156870945 CCNL1 A5SS U1 CCNL1 rMATS_2236
CCNL1,chr3,-,156874795,156874872,156870824,156870945,156876654,156877340 CCNL1 SE 4b CCNL1 rMATS_2237
CCNL1,chr3,-,156874799,156876186,156868070,156870945,156876654,156876764 CCNL1 SE 4 CCNL1 rMATS_2238
CCNL1,chr3,-,156874799,156876186,156874799,156874872,156876085,156876186 CCNL1 RI 4-U CCNL1 rMATS_2239
CCNL1,chr3,-,156875861,156876764,156876654,156876764,156874799,156874872 CCNL1 A5SS U2 CCNL1 rMATS_2240
CCNL1,chr3,-,156876085,156876186,156869965,156870945,156876654,156876764 CCNL1 SE U3 CCNL1 rMATS_2241
CCNL2,chr1,-,1326145,1326955,1326145,1326245,1326676,1326955 CCNL2 RI 6-6 CCNL2 rMATS_2242
CCNL2,chr1,-,1326145,1328183,1326145,1326245,1328058,1328183 CCNL2 RI 6-6a CCNL2 rMATS_2243
CCNL2,chr1,-,1326145,1333722,1326145,1330894,1333612,1333722 CCNL2 RI 6-3a CCNL2 rMATS_2244
CCNL2,chr1,-,1326145,1333722,1326145,1330917,1333612,1333722 CCNL2 RI 6-3 CCNL2 rMATS_2245
CCNL2,chr1,-,1328169,1328183,1326145,1326245,1328775,1328840 CCNL2 SE 6 CCNL2 rMATS_2246
CCNL2,chr1,-,1333612,1333798,1333612,1333722,1333976,1334051 CCNL2 A3SS 3 CCNL2 rMATS_2247
CCNT1,chr12,-,49082240,49088219,49082240,49086083,49086373,49088219 CCNT1 RI U-9 CCNT1 rMATS_2248
CCNT1,chr12,-,49089541,49089945,49089541,49089612,49089781,49089945 CCNT1 RI 8-7 CCNT1 rMATS_2249
CCNT1,chr12,-,49089541,49091966,49089541,49089612,49091920,49091966 CCNT1 RI 8-6 CCNT1 rMATS_2250
CCNT1,chr12,-,49089781,49089924,49089541,49089612,49091920,49091966 CCNT1 SE 7 CCNT1 rMATS_2251
CCNT1,chr12,-,49089781,49089945,49089541,49089612,49091920,49091966 CCNT1 SE 7a CCNT1 rMATS_2252
CCNT2,chr2,+,135696571,135704035,135696571,135703716,135705305,135705469 CCNT2 A5SS 7 CCNT2 rMATS_2253
CCNT2,chr2,+,135698315,135703545,135698315,135700244,135703356,135703545 CCNT2 RI 5-6 CCNT2 rMATS_2254
CCNT2,chr2,+,135700181,135702770,135700181,135700244,135702644,135702770 CCNT2 RI 5-U CCNT2 rMATS_2255
CCNT2,chr2,+,135700181,135702770,135700181,135700244,135703356,135703545 CCNT2 A5SS 5 CCNT2 rMATS_2256
CCNT2,chr2,+,135700181,135703545,135700181,135700244,135703458,135703545 CCNT2 RI 5-6a CCNT2 rMATS_2257
CCNT2,chr2,+,135702644,135702770,135700181,135700244,135703670,135703716 CCNT2 SE U1 CCNT2 rMATS_2258
CCNT2,chr2,+,135702644,135703545,135696571,135696632,135703670,135703716 CCNT2 SE 6 CCNT2 rMATS_2259
CCNT2,chr2,+,135702644,135703545,135702644,135702770,135703458,135703545 CCNT2 RI U-6 CCNT2 rMATS_2260
CCNT2,chr2,+,135703356,135703545,135696571,135696632,135703670,135703716 CCNT2 SE 6a CCNT2 rMATS_2261
CCNT2,chr2,+,135710210,135710281,135676391,135705469,135710799,135711287 CCNT2 SE 9 CCNT2 rMATS_2262
CCP110,chr16,+,19547261,19548909,19543737,19543866,19551978,19552109 AC012621.2 SE 5 AC012621.2 rMATS_2263
CCP110,chr16,+,19559276,19559336,19557733,19557796,19562517,19563568 AC012621.2 SE 14 AC012621.2 rMATS_2264
CCP110,chr16,+,19559836,19559922,19559276,19559336,19562517,19564156 AC012621.2 SE 15 AC012621.2 rMATS_2265
CCPG1.DYX1C1-CCPG1,chr15,-,55647420,55669348,55647420,55664242,55669146,55669348 CCPG1,PIGB RI 9-17,9-6,12-17,12-6 CCPG1,PIGB rMATS_2266
CCPG1.DYX1C1-CCPG1,chr15,-,55663990,55665875,55663990,55664228,55669146,55669348 CCPG1 A3SS 7b CCPG1 rMATS_2267
CCPG1.DYX1C1-CCPG1,chr15,-,55663990,55665875,55663990,55664242,55669146,55669348 CCPG1 A3SS 7 CCPG1 rMATS_2268
CCPG1.DYX1C1-CCPG1,chr15,-,55663990,55666448,55663990,55664228,55669146,55669348 CCPG1 A3SS 7a CCPG1 rMATS_2269
CCR6.FGFR1OP,chr6,+,167416680,167417889,167413547,167413601,167424300,167424381 FGFR1OP SE 3,4,5 FGFR1OP rMATS_2270
CCR6.FGFR1OP,chr6,+,167417751,167417889,167413547,167413601,167424300,167424381 FGFR1OP SE 5 FGFR1OP rMATS_2271
CCSER2,chr10,+,86232787,86232902,86230127,86230214,86237330,86237420 CCSER2 SE U1 CCSER2 rMATS_2272
CCT2,chr12,+,69980532,69981136,69980532,69980598,69981284,69981396 CCT2 A5SS 4 CCT2 rMATS_2273
CCT2,chr12,+,69980532,69981396,69980532,69980598,69981284,69981396 CCT2 RI 4-5 CCT2 rMATS_2274
CCT2,chr12,+,69991417,69991546,69990935,69991055,69991747,69991851 CCT2 SE 13 CCT2 rMATS_2275
CCT4,chr2,-,62104527,62104649,62104054,62104187,62106003,62106146 CCT4 SE 7 CCT4 rMATS_2276
CCT4,chr2,-,62112154,62115392,62112154,62112207,62115158,62115392 CCT4 RI 3-2 CCT4 rMATS_2277
CCT4,chr2,-,62114057,62115392,62115158,62115392,62112154,62112207 CCT4 A5SS U1 CCT4 rMATS_2278
CCT5,chr5,+,10254785,10254950,10253348,10254317,10256066,10256265 CCT5 SE 5a CCT5 rMATS_2279
CCT5,chr5,+,10254877,10254950,10253842,10254317,10256066,10256265 CCT5 SE 5 CCT5 rMATS_2280
CCT5,chr5,+,10260903,10261023,10258222,10258647,10263245,10263426 CCT5 SE 9 CCT5 rMATS_2281
CCT5,chr5,+,10260903,10263426,10260903,10262730,10263245,10263426 CCT5 RI 9-12 CCT5 rMATS_2282
CCT5,chr5,+,10261671,10261807,10260903,10261023,10263245,10263426 CCT5 SE 10 CCT5 rMATS_2283
CCT5,chr5,+,10261671,10261857,10260903,10261023,10263245,10263426 CCT5 SE 10a CCT5 rMATS_2284
CCT6A,chr7,+,56126312,56127333,56126312,56126395,56127236,56127333 CCT6A RI 8-9 CCT6A rMATS_2285
CCT8,chr21,-,30434448,30435851,30434448,30434877,30435672,30435851 CCT8 RI 13-10 CCT8 rMATS_2286
CCZ1B,chr7,-,6859396,6859572,6854394,6854476,6861911,6861995 C7orf28B SE 7 C7orf28B rMATS_2287
CD164,chr6,-,109687716,109690220,109687716,109689528,109690124,109690220 CD164 RI 7-7 CD164 rMATS_2288
CD164,chr6,-,109690124,109690220,109676233,109689528,109691613,109691670 CD164 SE 7 CD164 rMATS_2289
CD164,chr6,-,109690878,109696655,109690878,109691670,109696519,109696655 CD164 RI 6-U CD164 rMATS_2290
CD164,chr6,-,109691613,109691670,109678171,109690220,109697276,109697315 CD164 SE 6 CD164 rMATS_2291
CD164,chr6,-,109699102,109703012,109699102,109700865,109702912,109703012 CD164 RI 4-U CD164 rMATS_2292
CD164,chr6,-,109700781,109703012,109700781,109700865,109702706,109703012 CD164 RI 3-2 CD164 rMATS_2293
CD164,chr6,-,109700781,109703016,109700781,109700865,109702753,109703016 CD164 RI 3-2a CD164 rMATS_2294
CD2AP,chr6,+,47472412,47472494,47470447,47471176,47501337,47501491 CD2AP SE U1 CD2AP rMATS_2295
CD2AP,chr6,+,47544259,47544338,47544259,47544326,47544744,47544839 CD2AP A5SS 7 CD2AP rMATS_2296
CD2AP,chr6,+,47567036,47567179,47547120,47563762,47573900,47574013 CD2AP SE 13 CD2AP rMATS_2297
CD2AP,chr6,+,47577145,47577450,47576858,47577040,47580208,47580272 CD2AP SE U2 CD2AP rMATS_2298
CD2BP2,chr16,-,30365504,30365643,30364688,30365379,30365924,30366028 CD2BP2 SE 3 CD2BP2 rMATS_2299
CD300LF,chr17,-,72699173,72699282,72699173,72699237,72700616,72700955 CD300LF A3SS 4 CD300LF rMATS_2300
CD33,chr19,+,51738785,51738931,51729564,51729612,51742772,51743274 CD33 SE 6a CD33 rMATS_2301
CD33,chr19,+,51738849,51738931,51729564,51729612,51742772,51742993 CD33 SE 6 CD33 rMATS_2302
CD36,chr7,+,80275403,80276176,80275403,80275890,80276004,80276176 CD36 RI 7-9 CD36 rMATS_2303
CD36,chr7,+,80276732,80286016,80275968,80276176,80290378,80290526 CD36 SE 10 CD36 rMATS_2304
CD36,chr7,+,80276924,80286016,80275968,80276176,80290378,80290526 CD36 SE 10a CD36 rMATS_2305
CD36,chr7,+,80277951,80286016,80275403,80276176,80290378,80292485 CD36 SE 10b CD36 rMATS_2306
CD36,chr7,+,80285855,80286016,80275403,80276176,80290378,80290526 CD36 SE 10d CD36 rMATS_2307
CD36,chr7,+,80285855,80286016,80285907,80286016,80275403,80276176 CD36 A3SS 10 CD36 rMATS_2308
CD36,chr7,+,80285907,80286016,80275234,80276176,80290378,80290526 CD36 SE 10c CD36 rMATS_2309
CD36,chr7,+,80300292,80301356,80300292,80300480,80301280,80301356 CD36 RI 16-17 CD36 rMATS_2310
CD37,chr19,+,49838676,49838866,49838676,49838832,49838970,49839043 CD37 A5SS 2 CD37 rMATS_2311
CD37,chr19,+,49842586,49843861,49842586,49842670,49843507,49843861 CD37 RI 8-1,8-13,8-9 CD37 rMATS_2312
CD38,chr4,+,15826503,15826616,15818133,15818263,15835839,15835925 CD38 SE 3 CD38 rMATS_2313
CD3D,chr11,-,118211089,118211308,118210165,118210209,118213267,118213459 CD3D SE 2 CD3D rMATS_2314
CD44,chr11,+,35208378,35211612,35208378,35208447,35209692,35211612 CD44 RI 4-5 CD44 rMATS_2315
CD44,chr11,+,35208378,35229753,35208378,35211612,35229651,35229753 CD44 RI 4-12 CD44 rMATS_2316
CD44,chr11,+,35211381,35218421,35211381,35211612,35218292,35218421 CD44 RI 5-6 CD44 rMATS_2317
CD44,chr11,+,35211381,35219793,35211381,35211612,35219667,35219793 CD44 RI 5-7 CD44 rMATS_2318
CD44,chr11,+,35211381,35222742,35211381,35219793,35222192,35222742 CD44 RI 5-8 CD44 rMATS_2319
CD44,chr11,+,35211381,35226187,35211381,35211612,35226058,35226187 CD44 RI 5-10 CD44 rMATS_2320
CD44,chr11,+,35211381,35227790,35211381,35211612,35227658,35227790 CD44 RI 5-11 CD44 rMATS_2321
CD44,chr11,+,35211381,35236461,35211381,35211519,35236398,35236461 CD44 RI 5-15 CD44 rMATS_2322
CD44,chr11,+,35226058,35226187,35211381,35211612,35236398,35236461 CD44 SE 10 CD44 rMATS_2323
CD44,chr11,+,35226058,35227790,35226058,35226187,35227661,35227790 CD44 RI 10-11 CD44 rMATS_2324
CD44,chr11,+,35231511,35231601,35203610,35229753,35232792,35232892 CD44 SE 13 CD44 rMATS_2325
CD44,chr11,+,35232792,35232996,35211381,35231601,35236398,35236461 CD44 SE 14 CD44 rMATS_2326
CD46,chr1,+,207925382,207925654,207925382,207925442,207930358,207930547 CD46 A5SS 1 CD46 rMATS_2327
CD46,chr1,+,207932983,207943707,207932983,207942117,207943665,207943707 CD46 RI 4-9 CD46 rMATS_2328
CD46,chr1,+,207940357,207943707,207940357,207943468,207943665,207943707 CD46 RI 6-9 CD46 rMATS_2329
CD46,chr1,+,207940951,207940996,207940357,207940540,207941123,207941168 CD46 SE 7 CD46 rMATS_2330
CD46,chr1,+,207941123,207941168,207932983,207940540,207943665,207943707 CD46 SE 8 CD46 rMATS_2331
CD46,chr1,+,207963597,207963690,207958415,207959027,207966863,207966953 CD46 SE 13 CD46 rMATS_2332
CD46,chr1,+,207963597,207963690,207963597,207963669,207966863,207966953 CD46 A5SS 13 CD46 rMATS_2333
CD47,chr3,-,107761940,107766139,107761940,107765218,107765984,107766139 CD47 RI 11-11 CD47 rMATS_2334
CD47,chr3,-,107761940,107769449,107761940,107768498,107769424,107769449 CD47 RI 11-9 CD47 rMATS_2335
CD47,chr3,-,107769424,107769449,107761940,107766139,107770785,107770817 CD47 SE 9 CD47 rMATS_2336
CD47,chr3,-,107770785,107770817,107761940,107766139,107776323,107776380 CD47 SE 8 CD47 rMATS_2337
CD47,chr3,-,107770785,107776380,107770785,107770817,107776323,107776380 CD47 RI 8-7a CD47 rMATS_2338
CD47,chr3,-,107770785,107776416,107770785,107770817,107773442,107776416 CD47 RI 8-7 CD47 rMATS_2339
CD47,chr3,-,107773099,107773195,107770785,107770817,107776323,107776416 CD47 SE U1 CD47 rMATS_2340
CD47,chr3,-,107773099,107774413,107770785,107770817,107776323,107776416 CD47 SE U2 CD47 rMATS_2341
CD47,chr3,-,107773099,107776416,107773099,107773195,107774366,107776416 CD47 RI U-7 CD47 rMATS_2342
CD47,chr3,-,107773099,107776416,107773099,107774413,107776323,107776416 CD47 RI U-7a CD47 rMATS_2343
CD47,chr3,-,107773099,107777232,107773099,107776380,107777183,107777232 CD47 RI 7-6 CD47 rMATS_2344
CD53,chr1,+,111415721,111424899,111415721,111415870,111434013,111434093 CD53 A5SS 2 CD53 rMATS_2345
CD53,chr1,+,111415721,111434093,111415721,111415870,111434013,111434093 CD53 RI 2-3 CD53 rMATS_2346
CD53,chr1,+,111434013,111437023,111434013,111434093,111436948,111437023 CD53 RI 3-5a CD53 rMATS_2347
CD53,chr1,+,111434013,111437023,111434013,111435155,111436948,111437023 CD53 RI 3-5 CD53 rMATS_2348
CD53,chr1,+,111434013,111440514,111434013,111437023,111440430,111440514 CD53 RI 3-8 CD53 rMATS_2349
CD53,chr1,+,111434966,111435155,111415721,111434093,111441745,111442558 CD53 SE 4 CD53 rMATS_2350
CD53,chr1,+,111436948,111437023,111415741,111435155,111441745,111442558 CD53 SE 5 CD53 rMATS_2351
CD53,chr1,+,111436948,111442558,111436948,111440514,111441745,111442558 CD53 RI 5-9 CD53 rMATS_2352
CD53,chr1,+,111437581,111437677,111415766,111437023,111441745,111442558 CD53 SE 6 CD53 rMATS_2353
CD53,chr1,+,111439274,111439355,111434013,111437023,111440430,111440514 CD53 SE 7 CD53 rMATS_2354
CD53,chr1,+,111440430,111440514,111415728,111434093,111441745,111442453 CD53 SE 8 CD53 rMATS_2355
CD53,chr1,+,111440430,111440514,111434013,111437023,111441745,111442453 CD53 SE 8_v1 CD53 rMATS_2356
CD53,chr1,+,111440430,111440514,111434013,111439355,111441745,111442453 CD53 SE 8_v2 CD53 rMATS_2357
CD53,chr1,+,111440430,111440514,111434966,111435155,111441745,111442453 CD53 SE 8_v3 CD53 rMATS_2358
CD53,chr1,+,111440430,111440514,111436948,111437677,111441745,111442453 CD53 SE 8_v4 CD53 rMATS_2359
CD55,chr1,+,207494816,207500182,207494816,207499066,207500140,207500182 CD55 RI 1-5 CD55 rMATS_2360
CD55,chr1,+,207494816,207504641,207494816,207500182,207504452,207504641 CD55 RI 1-6 CD55 rMATS_2361
CD55,chr1,+,207494816,207510754,207494816,207510163,207510673,207510754 CD55 RI 1-8 CD55 rMATS_2362
CD55,chr1,+,207498966,207510595,207498966,207510163,207510673,207510754 CD55 A5SS 7 CD55 rMATS_2363
CD55,chr1,+,207498966,207512762,207498966,207510754,207512741,207512762 CD55 RI 4-9 CD55 rMATS_2364
CD55,chr1,+,207500096,207500182,207500140,207500182,207494816,207499066 CD55 A3SS 5 CD55 rMATS_2365
CD55,chr1,+,207500354,207504641,207500096,207500182,207510037,207510754 CD55 SE 6a CD55 rMATS_2366
CD55,chr1,+,207500354,207504641,207504431,207504641,207500096,207500182 CD55 A3SS U1 CD55 rMATS_2367
CD55,chr1,+,207500354,207504641,207504452,207504641,207500096,207500182 CD55 A3SS U2 CD55 rMATS_2368
CD55,chr1,+,207500357,207504641,207500096,207500182,207510037,207510163 CD55 SE 6b CD55 rMATS_2369
CD55,chr1,+,207500357,207504641,207504431,207504641,207500096,207500182 CD55 A3SS U3 CD55 rMATS_2370
CD55,chr1,+,207504414,207504641,207500096,207500182,207510037,207510754 CD55 SE 6c CD55 rMATS_2371
CD55,chr1,+,207504431,207504641,207500096,207500182,207510037,207510163 CD55 SE 6d CD55 rMATS_2372
CD55,chr1,+,207504452,207504641,207494816,207500182,207510037,207510163 CD55 SE 6e CD55 rMATS_2373
CD55,chr1,+,207504452,207509619,207500096,207500182,207510037,207510163 CD55 SE 6 CD55 rMATS_2374
CD55,chr1,+,207513735,207513853,207512741,207512762,207532890,207533209 CD55 SE 10 CD55 rMATS_2375
CD55,chr1,+,207513735,207520906,207512741,207512762,207532890,207534311 CD55 SE 10,11,12 CD55 rMATS_2376
CD55,chr1,+,207532890,207533209,207532890,207532987,207535995,207539209 CD55 A5SS 16 CD55 rMATS_2377
CD58,chr1,-,117057238,117057444,117046992,117047761,117061852,117061889 CD58 SE 7 CD58 rMATS_2378
CD58,chr1,-,117061538,117064605,117061538,117061889,117064527,117064605 CD58 RI 6-5 CD58 rMATS_2379
CD58,chr1,-,117061852,117061889,117056600,117057444,117064527,117064605 CD58 SE 6 CD58 rMATS_2380
CD58,chr1,-,117061852,117061924,117061852,117061889,117064527,117064605 CD58 A3SS 6 CD58 rMATS_2381
CD58,chr1,-,117064527,117078850,117064527,117064605,117078718,117078850 CD58 RI 5-3 CD58 rMATS_2382
CD59,chr11,-,33752969,33753014,33743924,33744009,33757927,33757982 CD59 SE 3 CD59 rMATS_2383
CD68,chr17,+,7482805,7483645,7482805,7483044,7483208,7483645 CD68 RI 1-2 CD68 rMATS_2384
CD68,chr17,+,7483132,7483645,7483208,7483645,7482805,7483044 CD68 A3SS 2 CD68 rMATS_2385
CD74,chr5,-,149782683,149782875,149782125,149782188,149784242,149784330 CD74 SE 7 CD74 rMATS_2386
CD74,chr5,-,149782683,149782875,149782125,149782188,149784647,149784743 CD74 SE 7_v1 CD74 rMATS_2387
CD79B,chr17,-,62006793,62007248,62006793,62006835,62007129,62007248 CD79B RI 5-4 CD79B rMATS_2388
CD83,chr6,+,14118180,14131960,14118180,14118296,14131750,14131960 CD83 RI 2-3 CD83 rMATS_2389
CD83,chr6,+,14118180,14133986,14118180,14118296,14125185,14133986 CD83 RI 2-4a CD83 rMATS_2390
CD83,chr6,+,14118180,14133986,14118180,14131979,14133879,14133986 CD83 RI 2-4 CD83 rMATS_2391
CD83,chr6,+,14118368,14131979,14131750,14131979,14118180,14118296 CD83 A3SS 3 CD83 rMATS_2392
CD83,chr6,+,14131608,14131960,14131750,14131960,14118180,14118296 CD83 A3SS 3a CD83 rMATS_2393
CD83,chr6,+,14131750,14131979,14118014,14118296,14133879,14133986 CD83 SE 3 CD83 rMATS_2394
CD83,chr6,+,14131750,14131979,14118014,14118296,14135338,14136140 CD83 SE 3_v1 CD83 rMATS_2395
CD83,chr6,+,14133484,14133986,14133879,14133986,14131750,14131979 CD83 A3SS U1 CD83 rMATS_2396
CD97,chr19,+,14507153,14507285,14501420,14501891,14508469,14508616 CD97 SE 5 CD97 rMATS_2397
CD97,chr19,+,14517142,14517772,14517142,14517578,14517680,14517772 CD97 RI 15-17 CD97 rMATS_2398
CD97,chr19,+,14518903,14519537,14519299,14519537,14517511,14518821 CD97 A3SS 20 CD97 rMATS_2399
CD99,chrX,+,2644300,2644414,2640667,2641405,2656240,2656297 CD99 SE 8 CD99 rMATS_2400
CD99L2,chrX,-,149983334,149983409,149963890,149963959,149999703,149999766 CD99L2 SE 5 CD99L2 rMATS_2401
CD99P1,chrX,+,2540730,2540775,2537469,2537538,2541425,2541494 CD99P1 SE U1 CD99P1 rMATS_2402
CDADC1,chr13,+,49822046,49833659,49822046,49823101,49829974,49833659 CDADC1 RI 1-4 CDADC1 rMATS_2403
CDADC1,chr13,+,49829974,49830865,49829974,49830049,49830818,49830865 CDADC1 RI 3-U CDADC1 rMATS_2404
CDADC1,chr13,+,49829974,49830865,49829974,49830049,49830826,49830865 CDADC1 RI 3-Ua CDADC1 rMATS_2405
CDADC1,chr13,+,49830826,49830865,49829974,49830049,49833481,49833659 CDADC1 SE U1 CDADC1 rMATS_2406
CDC123,chr10,+,12288147,12288276,12280455,12280484,12291579,12291717 CDC123 SE 12 CDC123 rMATS_2407
CDC123,chr10,+,12288147,12288276,12280455,12280484,12292309,12292486 CDC123 SE 12_v1 CDC123 rMATS_2408
CDC123,chr10,+,12291579,12291717,12280455,12280484,12292309,12292468 CDC123 SE 15 CDC123 rMATS_2409
CDC123,chr10,+,12291579,12291717,12288147,12288276,12292309,12292468 CDC123 SE 15_v1 CDC123 rMATS_2410
CDC14A,chr1,+,100843101,100889857,100843101,100856380,100889777,100889857 CDC14A RI 4-6 CDC14A rMATS_2411
CDC16,chr13,+,115002119,115002174,115000113,115000607,115002273,115002371 CDC16 SE 2 CDC16 rMATS_2412
CDC16,chr13,+,115007595,115008823,115007595,115007755,115008731,115008823 CDC16 RI 6-7 CDC16 rMATS_2413
CDC16,chr13,+,115027361,115027423,115022552,115024873,115028353,115028489 CDC16 SE 15 CDC16 rMATS_2414
CDC16,chr13,+,115030624,115030715,115028353,115028489,115037658,115037952 CDC16 SE 17 CDC16 rMATS_2415
CDC16,chr13,+,115037658,115037956,115037752,115037956,115030624,115030715 CDC16 A3SS 18 CDC16 rMATS_2416
CDC23,chr5,-,137548679,137548752,137542235,137542373,137548840,137549000 CDC23 SE 2 CDC23 rMATS_2417
CDC27,chr17,-,45199809,45199966,45199809,45199902,45201251,45201326 CDC27 A3SS 18 CDC27 rMATS_2418
CDC27,chr17,-,45219218,45219388,45209622,45216257,45219594,45219802 CDC27 SE 12 CDC27 rMATS_2419
CDC27,chr17,-,45219218,45219391,45209622,45216257,45219594,45219802 CDC27 SE 12a CDC27 rMATS_2420
CDC27,chr17,-,45229171,45229302,45229171,45229284,45232037,45232152 CDC27 A3SS 9 CDC27 rMATS_2421
CDC27,chr17,-,45247282,45247408,45232037,45235669,45258927,45259003 CDC27 SE 4a CDC27 rMATS_2422
CDC27,chr17,-,45247282,45248999,45234595,45235669,45258927,45259003 CDC27 SE 4 CDC27 rMATS_2423
CDC34,chr19,+,538677,539270,537012,537147,541338,541632 CDC34 SE U1 CDC34 rMATS_2424
CDC37,chr19,-,10505903,10506219,10505903,10506019,10506110,10506219 CDC37 RI 4-3 CDC37 rMATS_2425
CDC37L1,chr9,+,4690889,4691031,4688512,4688606,4697095,4697211 CDC37L1 SE U1 CDC37L1 rMATS_2426
